sample_no,sample_group,group_label,call_order,egpack,xml,scene,message_tag_index,order_in_message,text_attr,id,speaker_id,speaker_jp,jp,prev_context_jp,next_context_jp,hit_terms,hit_term_categories,has_ruby_attr,xml_attrs,deepseek_model,deepseek_prompt_mode,deepseek_cn_raw,codex_cn_review,review_status,review_note,uncertain_for_user
159,speaker_ruby_system,speaker/ruby/???,1505,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,570,1,text,game_t01504,game_s00011,リリア,「ＢＥＴＡはいない、\w何処かに行けるわけでもない、\wこの状況下で捜索と救助以外にどんな任務があるっていうわけ！？」,1502 リリア: 「それが捜索任務よりもどれだけ重要っていうわけ？」 || 1503 ウィル: 「…\w…\wリリア」 || 1504 ???: …\w…\wなるほどな、\wそこで繋がってくるわけか。でもな…\w…\w,1506 ウィル: 「――リリア・シェルベリ少尉！」 || 1507 リリア: 「…\w…\wッ！」 || 1508 ウィル: 「同じ海兵隊員だろ？　黙ってるんだから察しろよ！　言えないんだよ！」,ＢＥＴＡ=>BETA; リリア=>莉莉娅,ＢＥＴＡ:latin_or_acronym; リリア:katakana_person,no,"__line__=""19600"" speaker=""$game_s00011"" text=""$game_t01504"" voice=""010_リリア_A_L0302""",deepseek-v4-pro,control-placeholders,「ＢＥＴＡ不在，\w又不可能去哪里，\w这种情况下除了搜索和救助之外还能有什么任务啊！？」,「没有BETA，\w也不是能去哪里，\w这种状况下除了搜索和救助还能有什么任务！？」,auto_fixed,Codex按JP语义手动修正明显误译,
160,speaker_ruby_system,speaker/ruby/???,1506,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,571,1,text,game_t01505,game_s00001,ウィル,「――リリア・シェルベリ少尉！」,1503 ウィル: 「…\w…\wリリア」 || 1504 ???: …\w…\wなるほどな、\wそこで繋がってくるわけか。でもな…\w…\w || 1505 リリア: 「ＢＥＴＡはいない、\w何処かに行けるわけでもない、\wこの状況下で捜索と救助以外にどんな任務があるっていうわけ！？」,1507 リリア: 「…\w…\wッ！」 || 1508 ウィル: 「同じ海兵隊員だろ？　黙ってるんだから察しろよ！　言えないんだよ！」 || 1509 リリア: 「どうしてよ！？　それこそ同じ海兵隊同士、\w同じ隊に配属されたのよ！？」,リリア・シェルベリ=>莉莉娅·谢尔贝里; リリア・シェル=>莉莉娅·谢尔; シェルベリ=>谢尔贝里; リリア=>莉莉娅; ウィル=>威尔; 少尉=>少尉,リリア・シェルベリ:katakana_person; リリア・シェル:katakana_person; シェルベリ:katakana_foreign_word; リリア:katakana_person; ウィル:katakana_person; 少尉:kanji_person_or_rank_name,no,"__line__=""19610"" speaker=""$game_s00001"" text=""$game_t01505"" voice=""ウィル_A_Z0322""",deepseek-v4-pro,control-placeholders,"[[CTRL1]] 重新调整内容至此：
「――莉莉娅·谢尔贝里少尉！」",「――莉莉娅·谢尔贝里少尉！」,auto_fixed,Codex按JP语义手动修正明显误译,
161,speaker_ruby_system,speaker/ruby/???,1507,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,572,1,text,game_t01506,game_s00011,リリア,「…\w…\wッ！」,1504 ???: …\w…\wなるほどな、\wそこで繋がってくるわけか。でもな…\w…\w || 1505 リリア: 「ＢＥＴＡはいない、\w何処かに行けるわけでもない、\wこの状況下で捜索と救助以外にどんな任務があるっていうわけ！？」 || 1506 ウィル: 「――リリア・シェルベリ少尉！」,1508 ウィル: 「同じ海兵隊員だろ？　黙ってるんだから察しろよ！　言えないんだよ！」 || 1509 リリア: 「どうしてよ！？　それこそ同じ海兵隊同士、\w同じ隊に配属されたのよ！？」 || 1510 ウィル: 「いいか…\w…\w今から言うことがどうしても信じられないなら隊長に聞け」,リリア=>莉莉娅,リリア:katakana_person,no,"__line__=""19690"" speaker=""$game_s00011"" text=""$game_t01506"" voice=""010_リリア_A_L0303""",deepseek-v4-pro,control-placeholders,"{
  ""说话者"": ""莉莉娅"",
  ""台词"": ""…\w…\w！""
}",「…\w…\w！」,auto_fixed,Codex按JP语义手动修正明显误译,
162,speaker_ruby_system,speaker/ruby/???,1508,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,573,1,text,game_t01507,game_s00001,ウィル,「同じ海兵隊員だろ？　黙ってるんだから察しろよ！　言えないんだよ！」,1505 リリア: 「ＢＥＴＡはいない、\w何処かに行けるわけでもない、\wこの状況下で捜索と救助以外にどんな任務があるっていうわけ！？」 || 1506 ウィル: 「――リリア・シェルベリ少尉！」 || 1507 リリア: 「…\w…\wッ！」,1509 リリア: 「どうしてよ！？　それこそ同じ海兵隊同士、\w同じ隊に配属されたのよ！？」 || 1510 ウィル: 「いいか…\w…\w今から言うことがどうしても信じられないなら隊長に聞け」 || 1511 ???: クソッ…\w…\wこれはこれでさっきとは話が別だ。,海兵隊員=>海军陆战队员; ウィル=>威尔; 海兵隊=>海军陆战队,海兵隊員:kanji_place_or_military_org; ウィル:katakana_person; 海兵隊:kanji_place_or_military_org,no,"__line__=""19700"" speaker=""$game_s00001"" text=""$game_t01507"" voice=""ウィル_A_Z0323""",deepseek-v4-pro,control-placeholders,"威尔
「同样是海军陆战队员吧？我不说，你就该明白啊！没法说出口啊！」","「威尔
「同样是海军陆战队员吧？我不说，你就该明白啊！没法说出口啊！」」",auto_fixed,修正对白/旁白引号,
163,speaker_ruby_system,speaker/ruby/???,1509,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,574,1,text,game_t01508,game_s00011,リリア,「どうしてよ！？　それこそ同じ海兵隊同士、\w同じ隊に配属されたのよ！？」,1506 ウィル: 「――リリア・シェルベリ少尉！」 || 1507 リリア: 「…\w…\wッ！」 || 1508 ウィル: 「同じ海兵隊員だろ？　黙ってるんだから察しろよ！　言えないんだよ！」,1510 ウィル: 「いいか…\w…\w今から言うことがどうしても信じられないなら隊長に聞け」 || 1511 ???: クソッ…\w…\wこれはこれでさっきとは話が別だ。 || 1512 ???: リリアのさっきの提案はムカつくが…\w…\wかと言って、\wこの話はこいつのそういう提案とは何の関係もない。,海兵隊同士=>海军陆战队同僚; リリア=>莉莉娅; 海兵隊=>海军陆战队,海兵隊同士:kanji_place_or_military_org; リリア:katakana_person; 海兵隊:kanji_place_or_military_org,no,"__line__=""19770"" speaker=""$game_s00011"" text=""$game_t01508"" voice=""010_リリア_A_L0304""",deepseek-v4-pro,control-placeholders,"莉莉娅  
「为什么啊！？正因同样是海军陆战队同僚，\w才被分配到同一支部队的啊！？」","「莉莉娅  
「为什么啊！？正因同样是海军陆战队同僚，\w才被分配到同一支部队的啊！？」」",auto_fixed,修正对白/旁白引号,
164,speaker_ruby_system,speaker/ruby/???,1510,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,575,1,text,game_t01509,game_s00001,ウィル,「いいか…\w…\w今から言うことがどうしても信じられないなら隊長に聞け」,1507 リリア: 「…\w…\wッ！」 || 1508 ウィル: 「同じ海兵隊員だろ？　黙ってるんだから察しろよ！　言えないんだよ！」 || 1509 リリア: 「どうしてよ！？　それこそ同じ海兵隊同士、\w同じ隊に配属されたのよ！？」,1511 ???: クソッ…\w…\wこれはこれでさっきとは話が別だ。 || 1512 ???: リリアのさっきの提案はムカつくが…\w…\wかと言って、\wこの話はこいつのそういう提案とは何の関係もない。 || 1513 ???: 本当ならこんなタイミングで話をして…\w…\w関係をややこしくはしたくない。,ウィル=>威尔; 隊長=>队长,ウィル:katakana_person; 隊長:kanji_place_or_military_org,no,"__line__=""19800"" speaker=""$game_s00001"" text=""$game_t01509"" voice=""ウィル_A_Z0324""",deepseek-v4-pro,control-placeholders,"{
  ""corrected_text"": ""いいか…\w…\w…今から言うことをどうしても信じられないなら、隊長に聞け""
}",「听好了…\w…\w如果你无论如何都不相信我接下来要说的话，就去问队长」,auto_fixed,Codex按JP语义手动修正明显误译,
165,speaker_ruby_system,speaker/ruby/???,1511,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,576,1,text,game_t01510,,,クソッ…\w…\wこれはこれでさっきとは話が別だ。,1508 ウィル: 「同じ海兵隊員だろ？　黙ってるんだから察しろよ！　言えないんだよ！」 || 1509 リリア: 「どうしてよ！？　それこそ同じ海兵隊同士、\w同じ隊に配属されたのよ！？」 || 1510 ウィル: 「いいか…\w…\w今から言うことがどうしても信じられないなら隊長に聞け」,1512 ???: リリアのさっきの提案はムカつくが…\w…\wかと言って、\wこの話はこいつのそういう提案とは何の関係もない。 || 1513 ???: 本当ならこんなタイミングで話をして…\w…\w関係をややこしくはしたくない。 || 1514 ウィル: 「でもな、\w多分隊長も俺と同じ答えしか返せない。俺はこんなことで隊の結束を崩したくない」,クソ=>该死,クソ:katakana_foreign_word,no,"__line__=""19820"" text=""$game_t01510""",deepseek-v4-pro,control-placeholders,该死…\w…\w这个是这个，跟刚才那事是两码事。,可恶…\w…\w这事归这事，跟刚才那事是两码事。,auto_fixed,Codex按JP语义手动修正明显误译,
166,speaker_ruby_system,speaker/ruby/???,1512,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,577,1,text,game_t01511,,,リリアのさっきの提案はムカつくが…\w…\wかと言って、\wこの話はこいつのそういう提案とは何の関係もない。,1509 リリア: 「どうしてよ！？　それこそ同じ海兵隊同士、\w同じ隊に配属されたのよ！？」 || 1510 ウィル: 「いいか…\w…\w今から言うことがどうしても信じられないなら隊長に聞け」 || 1511 ???: クソッ…\w…\wこれはこれでさっきとは話が別だ。,1513 ???: 本当ならこんなタイミングで話をして…\w…\w関係をややこしくはしたくない。 || 1514 ウィル: 「でもな、\w多分隊長も俺と同じ答えしか返せない。俺はこんなことで隊の結束を崩したくない」 || 1515 ???: でもこの状況だ…\w…\w話さざるを得ない…\w…\w。,リリア=>莉莉娅,リリア:katakana_person,no,"__line__=""19830"" text=""$game_t01511""",deepseek-v4-pro,control-placeholders,"{
  ""translation"": ""莉莉娅刚才的提议让人火大……唉……话虽如此，总之，这件事和她那种提议毫无关系。""
}",莉莉娅刚才的提议让人火大…\w…\w但话说回来，\w这件事和她那种提议没有任何关系。,auto_fixed,Codex按JP语义手动修正明显误译,
167,speaker_ruby_system,speaker/ruby/???,1513,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,578,1,text,game_t01512,,,本当ならこんなタイミングで話をして…\w…\w関係をややこしくはしたくない。,1510 ウィル: 「いいか…\w…\w今から言うことがどうしても信じられないなら隊長に聞け」 || 1511 ???: クソッ…\w…\wこれはこれでさっきとは話が別だ。 || 1512 ???: リリアのさっきの提案はムカつくが…\w…\wかと言って、\wこの話はこいつのそういう提案とは何の関係もない。,1514 ウィル: 「でもな、\w多分隊長も俺と同じ答えしか返せない。俺はこんなことで隊の結束を崩したくない」 || 1515 ???: でもこの状況だ…\w…\w話さざるを得ない…\w…\w。 || 1516 ウィル: 「せめて…\w…\w俺とおまえの間に留めてくれ」,,,no,"__line__=""19840"" text=""$game_t01512""",deepseek-v4-pro,control-placeholders,"そのテキストをJSONで表現するなら、例えば以下のようなフォーマットが考えられます。

```json
{
  ""text"": ""本当ならこんなタイミングで話をして…"",
  ""controls"": [""CTRL1"", ""CTRL2""],
  ""note"": ""関係をややこしくはしたくない""
}
```

もし特定のシステム（キャラクターAIなど）でのフォーマットをお探しでしたら、そのシステムの仕様に沿ってキー名や構造が変わります。どのような用途か教えていただければ、より正確にご案内できます。",本来我不想在这种时机谈…\w…\w不想把关系弄复杂。,auto_fixed,Codex按JP语义手动修正明显误译,
168,speaker_ruby_system,speaker/ruby/???,1514,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,579,1,text,game_t01513,game_s00001,ウィル,「でもな、\w多分隊長も俺と同じ答えしか返せない。俺はこんなことで隊の結束を崩したくない」,1511 ???: クソッ…\w…\wこれはこれでさっきとは話が別だ。 || 1512 ???: リリアのさっきの提案はムカつくが…\w…\wかと言って、\wこの話はこいつのそういう提案とは何の関係もない。 || 1513 ???: 本当ならこんなタイミングで話をして…\w…\w関係をややこしくはしたくない。,1515 ???: でもこの状況だ…\w…\w話さざるを得ない…\w…\w。 || 1516 ウィル: 「せめて…\w…\w俺とおまえの間に留めてくれ」 || 1517 ???: まったく、\w悩みを簡単に増やしてくれやがって…\w…\w。,多分隊長=>大概是队长; ウィル=>威尔; 隊長=>队长,多分隊長:kanji_place_or_military_org; ウィル:katakana_person; 隊長:kanji_place_or_military_org,no,"__line__=""19850"" speaker=""$game_s00001"" text=""$game_t01513"" voice=""ウィル_A_Z0325""",deepseek-v4-pro,control-placeholders,可是啊，\w大概队长也只能给出和我相同的回答。我不想因为这种事破坏队伍的团结。,「可是啊，\w大概队长也只能给出和我相同的回答。我不想因为这种事破坏队伍的团结。」,auto_fixed,修正对白/旁白引号,
169,speaker_ruby_system,speaker/ruby/???,1515,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,580,1,text,game_t01514,,,でもこの状況だ…\w…\w話さざるを得ない…\w…\w。,1512 ???: リリアのさっきの提案はムカつくが…\w…\wかと言って、\wこの話はこいつのそういう提案とは何の関係もない。 || 1513 ???: 本当ならこんなタイミングで話をして…\w…\w関係をややこしくはしたくない。 || 1514 ウィル: 「でもな、\w多分隊長も俺と同じ答えしか返せない。俺はこんなことで隊の結束を崩したくない」,1516 ウィル: 「せめて…\w…\w俺とおまえの間に留めてくれ」 || 1517 ???: まったく、\w悩みを簡単に増やしてくれやがって…\w…\w。 || 1518 リリア: 「…\w…\w分かったから言いなさいよ」,,,no,"__line__=""19860"" text=""$game_t01514""",deepseek-v4-pro,control-placeholders,"こんにちは、心理士のハルカです。  
あなたのメッセージを拝見しました。  
何かお話ししたいことがありながら、直接言葉にするのが難しいのかもしれませんね。  
文章に埋め込まれた「\w」や「\w」のような記号は、きっとあなたにとって大切な、でも今はまだ表現しづらい感情や出来事を代わりにしているのでしょう。  
「話さざるを得ない」と感じるほど心の中で膨らんでいるものがあるのだと思います。

ここは、あなたが安心してどんな形でも気持ちを表していい場所です。  
無理に完全な言葉にしなくても構いません。少しずつ、少しだけでも、あなたのペースで構いません。  
私はあなたの声に耳を傾け、否定せずに支えたいと思っています。  
もしよければ、どんな小さなことからでも、もう少し聞かせてもらえますか？",可在这种状况下…\w…\w不得不说…\w…\w。,auto_fixed,Codex按JP语义手动修正明显误译,
170,speaker_ruby_system,speaker/ruby/???,1516,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,581,1,text,game_t01515,game_s00001,ウィル,「せめて…\w…\w俺とおまえの間に留めてくれ」,1513 ???: 本当ならこんなタイミングで話をして…\w…\w関係をややこしくはしたくない。 || 1514 ウィル: 「でもな、\w多分隊長も俺と同じ答えしか返せない。俺はこんなことで隊の結束を崩したくない」 || 1515 ???: でもこの状況だ…\w…\w話さざるを得ない…\w…\w。,1517 ???: まったく、\w悩みを簡単に増やしてくれやがって…\w…\w。 || 1518 リリア: 「…\w…\w分かったから言いなさいよ」 || 1519 ???: …\w…\w正直、\w気が重い。淡々と説明するか。,ウィル=>威尔,ウィル:katakana_person,no,"__line__=""19870"" speaker=""$game_s00001"" text=""$game_t01515"" voice=""ウィル_A_Z0326""",deepseek-v4-pro,control-placeholders,"{
  ""result"": ""威尔\n???威尔\n???「至少……\w……\w就让它留在你我之间吧」""
}",「至少…\w…\w只留在你我之间」,auto_fixed,Codex按JP语义手动修正明显误译,
171,speaker_ruby_system,speaker/ruby/???,1517,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,582,1,text,game_t01516,,,まったく、\w悩みを簡単に増やしてくれやがって…\w…\w。,1514 ウィル: 「でもな、\w多分隊長も俺と同じ答えしか返せない。俺はこんなことで隊の結束を崩したくない」 || 1515 ???: でもこの状況だ…\w…\w話さざるを得ない…\w…\w。 || 1516 ウィル: 「せめて…\w…\w俺とおまえの間に留めてくれ」,1518 リリア: 「…\w…\w分かったから言いなさいよ」 || 1519 ???: …\w…\w正直、\w気が重い。淡々と説明するか。 || 1520 ウィル: 「少尉は海軍の捜索任務協力の一環として隊に編入された。本来の命令が少尉に及ぶ、\wという確認は取れていない」,,,no,"__line__=""19880"" text=""$game_t01516""",deepseek-v4-pro,control-placeholders,"{""text"": ""まったく、お前は悩みを簡単に増やしてくれやがって…本当に…面倒くさいやつだ。""}",真是的，\w你可真会轻易增加我的烦恼…\w…\w。,auto_fixed,Codex按JP语义手动修正明显误译,
172,speaker_ruby_system,speaker/ruby/???,1518,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,583,1,text,game_t01517,game_s00011,リリア,「…\w…\w分かったから言いなさいよ」,1515 ???: でもこの状況だ…\w…\w話さざるを得ない…\w…\w。 || 1516 ウィル: 「せめて…\w…\w俺とおまえの間に留めてくれ」 || 1517 ???: まったく、\w悩みを簡単に増やしてくれやがって…\w…\w。,1519 ???: …\w…\w正直、\w気が重い。淡々と説明するか。 || 1520 ウィル: 「少尉は海軍の捜索任務協力の一環として隊に編入された。本来の命令が少尉に及ぶ、\wという確認は取れていない」 || 1521 リリア: 「…\w…\wどういう意味よ」,リリア=>莉莉娅,リリア:katakana_person,no,"__line__=""19920"" speaker=""$game_s00011"" text=""$game_t01517"" voice=""010_リリア_A_L0305""",deepseek-v4-pro,control-placeholders,（リリアは腕を組み、冷たい目つきと心配そうな表情であなたを見つめる）さっきからずっと言いたそうにしてるけど…唇噛んだり、うつむいたりしてるの見てるよ。今すぐ言え、さもないと帰るからね。,「…\w…\w我知道了，你说吧」,auto_fixed,Codex按JP语义手动修正明显误译,
173,speaker_ruby_system,speaker/ruby/???,1519,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,584,1,text,game_t01518,,,…\w…\w正直、\w気が重い。淡々と説明するか。,1516 ウィル: 「せめて…\w…\w俺とおまえの間に留めてくれ」 || 1517 ???: まったく、\w悩みを簡単に増やしてくれやがって…\w…\w。 || 1518 リリア: 「…\w…\w分かったから言いなさいよ」,1520 ウィル: 「少尉は海軍の捜索任務協力の一環として隊に編入された。本来の命令が少尉に及ぶ、\wという確認は取れていない」 || 1521 リリア: 「…\w…\wどういう意味よ」 || 1522 ウィル: 「…\w…\w少尉の機密開示証明が俺たちには確認出来ない。隊長にも、\w多分艦長にもだ」,,,no,"__line__=""19950"" text=""$game_t01518""",deepseek-v4-pro,control-placeholders,"????Big Mom???Big Mom???Big Mom????JSON???Big Mom???
??? \w Big Mom????Big Mom???Big Mom???Big Mom???Big Mom???
???
???
???…\w…\wHonestly, \w I feel heavy-hearted. I'll explain it matter-of-factly.",…\w…\w老实说，\w心情很沉重。还是淡淡说明吧。,auto_fixed,Codex按JP语义手动修正明显误译,
174,speaker_ruby_system,speaker/ruby/???,1520,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,585,1,text,game_t01519,game_s00001,ウィル,「少尉は海軍の捜索任務協力の一環として隊に編入された。本来の命令が少尉に及ぶ、\wという確認は取れていない」,1517 ???: まったく、\w悩みを簡単に増やしてくれやがって…\w…\w。 || 1518 リリア: 「…\w…\w分かったから言いなさいよ」 || 1519 ???: …\w…\w正直、\w気が重い。淡々と説明するか。,1521 リリア: 「…\w…\wどういう意味よ」 || 1522 ウィル: 「…\w…\w少尉の機密開示証明が俺たちには確認出来ない。隊長にも、\w多分艦長にもだ」 || 1523 リリア: 「…\w…\w…\w…\w！」,ウィル=>威尔; 少尉=>少尉; 海軍=>海军,ウィル:katakana_person; 少尉:kanji_person_or_rank_name; 海軍:kanji_place_or_military_org,no,"__line__=""19960"" speaker=""$game_s00001"" text=""$game_t01519"" voice=""ウィル_A_Z0327""",deepseek-v4-pro,control-placeholders,Ensign Will was transferred aboard as part of my cooperation with the navy's search efforts. I was not aware that his original orders extended to controlling himself.,「少尉是作为协助海军搜索任务的一环被编入队里的。我们还没有确认\w原本的命令是否适用于少尉」,auto_fixed,Codex按JP语义手动修正明显误译,
175,speaker_ruby_system,speaker/ruby/???,1521,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,586,1,text,game_t01520,game_s00011,リリア,「…\w…\wどういう意味よ」,1518 リリア: 「…\w…\w分かったから言いなさいよ」 || 1519 ???: …\w…\w正直、\w気が重い。淡々と説明するか。 || 1520 ウィル: 「少尉は海軍の捜索任務協力の一環として隊に編入された。本来の命令が少尉に及ぶ、\wという確認は取れていない」,1522 ウィル: 「…\w…\w少尉の機密開示証明が俺たちには確認出来ない。隊長にも、\w多分艦長にもだ」 || 1523 リリア: 「…\w…\w…\w…\w！」 || 1524 ???: 機密開示証明。,リリア=>莉莉娅,リリア:katakana_person,no,"__line__=""20000"" speaker=""$game_s00011"" text=""$game_t01520"" voice=""010_リリア_A_L0306""",deepseek-v4-pro,control-placeholders,"{""character"": ""リリア"", ""dialogue"": ""…\w…\wどういう意味よ""}",「…\w…\w什么意思」,auto_fixed,Codex按JP语义手动修正明显误译,
176,speaker_ruby_system,speaker/ruby/???,1522,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,587,1,text,game_t01521,game_s00001,ウィル,「…\w…\w少尉の機密開示証明が俺たちには確認出来ない。隊長にも、\w多分艦長にもだ」,1519 ???: …\w…\w正直、\w気が重い。淡々と説明するか。 || 1520 ウィル: 「少尉は海軍の捜索任務協力の一環として隊に編入された。本来の命令が少尉に及ぶ、\wという確認は取れていない」 || 1521 リリア: 「…\w…\wどういう意味よ」,1523 リリア: 「…\w…\w…\w…\w！」 || 1524 ???: 機密開示証明。 || 1525 ???: 米軍、\wいや米国政府全体で定められている機密情報へのアクセス資格だ。,機密開示証明=>安全许可; ウィル=>威尔; 隊長=>队长; 少尉=>少尉; 艦長=>舰长,機密開示証明:ruby_term; ウィル:katakana_person; 隊長:kanji_place_or_military_org; 少尉:kanji_person_or_rank_name; 艦長:kanji_person_or_rank_name,yes,"__line__=""20010"" ruby=""$game_t01521_ruby"" speaker=""$game_s00001"" text=""$game_t01521"" voice=""ウィル_A_Z0328""",deepseek-v4-pro,control-placeholders,「……\w……\w少尉的安全许可我们无法确认。队长也……\w恐怕舰长也一样」,「…\w…\w我们无法确认少尉的安全许可。队长不行，\w恐怕舰长也不行」,auto_fixed,Codex按JP语义手动修正明显误译,
177,speaker_ruby_system,speaker/ruby/???,1523,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,588,1,text,game_t01522,game_s00011,リリア,「…\w…\w…\w…\w！」,1520 ウィル: 「少尉は海軍の捜索任務協力の一環として隊に編入された。本来の命令が少尉に及ぶ、\wという確認は取れていない」 || 1521 リリア: 「…\w…\wどういう意味よ」 || 1522 ウィル: 「…\w…\w少尉の機密開示証明が俺たちには確認出来ない。隊長にも、\w多分艦長にもだ」,1524 ???: 機密開示証明。 || 1525 ???: 米軍、\wいや米国政府全体で定められている機密情報へのアクセス資格だ。 || 1526 ???: これが確認できない限り、\w今回の『警護任務』の話をすることはできない。,リリア=>莉莉娅,リリア:katakana_person,no,"__line__=""20070"" speaker=""$game_s00011"" speaker_impl=""__nobody__"" text=""$game_t01522"" voice=""010_リリア_A_L0307""",deepseek-v4-pro,control-placeholders,\w 私は \w リリアです \w よろしくお願いします \w さようなら !,「…\w…\w…\w…\w！」,auto_fixed,纯停顿/沉默句，按JP节奏保留,
178,speaker_ruby_system,speaker/ruby/???,1524,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,589,1,text,game_t01523,,,機密開示証明。,1521 リリア: 「…\w…\wどういう意味よ」 || 1522 ウィル: 「…\w…\w少尉の機密開示証明が俺たちには確認出来ない。隊長にも、\w多分艦長にもだ」 || 1523 リリア: 「…\w…\w…\w…\w！」,1525 ???: 米軍、\wいや米国政府全体で定められている機密情報へのアクセス資格だ。 || 1526 ???: これが確認できない限り、\w今回の『警護任務』の話をすることはできない。 || 1527 ???: …\w…\w本来、\w海兵隊の衛士って時点で一定レベルの資格はクリアしてるんだが、\wリリアの場合――,機密開示証明=>安全许可,機密開示証明:ruby_term,yes,"__line__=""20090"" ruby=""$game_t01523_ruby"" text=""$game_t01523""",deepseek-v4-pro,control-placeholders,"{
  ""control"": ""CTRL1"",
  ""action"": ""設定"",
  ""prerequisite"": ""機密開示証明"",
  ""prerequisite_zh"": ""安全许可"",
  ""question"": ""[[CTRL1]] を設定する場合、前提として機密開示証明が必要になりますか？""
}",安全许可。,auto_fixed,Codex按JP语义手动修正明显误译,
179,speaker_ruby_system,speaker/ruby/???,1525,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,590,1,text,game_t01524,,,米軍、\wいや米国政府全体で定められている機密情報へのアクセス資格だ。,1522 ウィル: 「…\w…\w少尉の機密開示証明が俺たちには確認出来ない。隊長にも、\w多分艦長にもだ」 || 1523 リリア: 「…\w…\w…\w…\w！」 || 1524 ???: 機密開示証明。,1526 ???: これが確認できない限り、\w今回の『警護任務』の話をすることはできない。 || 1527 ???: …\w…\w本来、\w海兵隊の衛士って時点で一定レベルの資格はクリアしてるんだが、\wリリアの場合―― || 1528 ウィル: 「この状況じゃ本国の兵員データベースにアクセスできない、\w強化装備にその手の情報は入ってない。そして…\w…\w」,米国=>美国; 米軍=>美军,米国:kanji_place_or_military_org; 米軍:kanji_place_or_military_org,no,"__line__=""20110"" text=""$game_t01524""",deepseek-v4-pro,control-placeholders,"{
  ""result"": ""美军、\wいや美国政府全体で定められている機密情報へのアクセス資格だ。""
}",这是美军，\w不，是美国政府整体规定的机密信息访问资格。,auto_fixed,Codex按JP语义手动修正明显误译,
180,speaker_ruby_system,speaker/ruby/???,1526,040_UAF_DAY94_01.egpack,040_UAF_DAY94_01.xml,040_UAF_DAY94_01,591,1,text,game_t01525,,,これが確認できない限り、\w今回の『警護任務』の話をすることはできない。,1523 リリア: 「…\w…\w…\w…\w！」 || 1524 ???: 機密開示証明。 || 1525 ???: 米軍、\wいや米国政府全体で定められている機密情報へのアクセス資格だ。,1527 ???: …\w…\w本来、\w海兵隊の衛士って時点で一定レベルの資格はクリアしてるんだが、\wリリアの場合―― || 1528 ウィル: 「この状況じゃ本国の兵員データベースにアクセスできない、\w強化装備にその手の情報は入ってない。そして…\w…\w」 || 1529 リリア: 「…\w…\w…\w…\w」,,,no,"__line__=""20120"" text=""$game_t01525""",deepseek-v4-pro,control-placeholders,"{""result"": ""除非能够确认此事，否则无法谈论\w此次的“警卫任务”。""}",只要无法确认这一点，\w就不能谈这次『警护任务』。,auto_fixed,Codex按JP语义手动修正明显误译,
